account	job	prebill	Site	name	GLCode	AFE	PO	Rep	description	startdate	stopdate	price	rate	
HB Rentals	5001473	No	VSAT 1042	Phone Number, Dallas	4045050000050		VSAT 1042	johnp	4695335108	2010-05-18		2.50	Day
HB Rentals	5001494	No	VSAT-1155	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1155	johnp		2010-05-14		0.00	Day
HB Rentals	5001494	No	VSAT-1155	Space Segment 512/128	4013050000000		VSAT-1155	johnp		2010-05-14		15.00	Day
HB Rentals	5001494	No	VSAT-1155	VSAT Terminal Standard	4013050000000		VSAT-1155	johnp	customer owned VSAT-1155	2010-05-14		0.00	Day
HB Rentals	5001494	No	VSAT-1155	Phone Number, Dallas	4045050000050		VSAT-1155	johnp	4695335101	2010-05-14		2.50	Day
HB Rentals	5001494	No	VSAT-1155	Phone Number, Dallas	4045050000050		VSAT-1155	johnp	4695335102	2010-05-14		2.50	Day
HB Rentals	5001501	No	VSAT 1209	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1209	johnp		2010-06-02		0.00	
HB Rentals	5001501	No	VSAT 1209	VSAT Terminal Standard	4013050000000		VSAT 1209	johnp	VSAT-1209	2010-06-02		0.00	
HB Rentals	5001501	No	VSAT 1209	Space Segment 512/128	4013050000000		VSAT 1209	johnp		2010-06-02		15.00	Day
HB Rentals	5001501	No	VSAT 1209	Phone Number, Dallas	4045050000050		VSAT 1209	johnp	4695335088	2010-06-02		2.50	Day
HB Rentals	5001501	No	VSAT 1209	Phone Number, Dallas	4045050000050		VSAT 1209	johnp	4695335089	2010-06-02		2.50	Day
HB Rentals	5001537	No	VSAT-1203	Phone Number, Lafayette	4045050000050		VSAT-1203	johnp	3377696155	2010-06-24		2.50	Day
HB Rentals	5001537	No	VSAT-1203	Phone Number, Lafayette	4045050000050		VSAT-1203	johnp	3377696167	2010-09-02		2.50	Day
HB Rentals	5001537	No	VSAT-1203	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1203	johnp		2010-06-24		0.00	
HB Rentals	5001537	No	VSAT-1203	VSAT Terminal Standard	4013050000000		VSAT-1203	johnp	VSAT-1203	2010-06-24		0.00	
HB Rentals	5001537	No	VSAT-1203	Space Segment 512/256	4013050000000		VSAT-1203	johnp		2010-06-24		20.00	Day
HB Rentals	5001537	No	VSAT-1203	Phone Number, Lafayette	4045050000050		VSAT-1203	johnp	3377696154	2010-06-24		2.50	Day
HB Rentals	5001537	No	VSAT-1203	Phone Number, Lafayette	4045050000050		VSAT-1203	johnp	3377696168	2010-06-24		2.50	Day
HB Rentals	5001537	No	VSAT-1203	Phone Number, Lafayette	4045050000050		VSAT-1203	johnp	3377696169	2010-06-24		2.50	Day
HB Rentals	5001537	No	VSAT-1203	Phone Number, Lafayette	4045050000050		VSAT-1203	johnp	3377696166	2010-09-02		2.50	Day
HB Rentals	5001569	No	VSAT 1128	Phone Number, Houston	4045050000050		VSAT 1128	johnp	8324614637	2010-07-11		2.50	Day
HB Rentals	5001569	No	VSAT 1128	VSAT Terminal Standard	4013050000000		VSAT 1128	johnp	VSAT-1128	2010-07-11		0.00	
HB Rentals	5001569	No	VSAT 1128	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1128	johnp		2010-07-11		0.00	
HB Rentals	5001569	No	VSAT 1128	Phone Number, Houston	4045050000050		VSAT 1128	johnp	8324614638	2010-07-11		2.50	Day
HB Rentals	5001569	No	VSAT 1128	Space Segment 512/128	4013050000000		VSAT 1128	johnp		2010-07-11		15.00	Day
HB Rentals	5001598	No	VSAT 1173	Phone Number, Houston	4045050000050		VSAT 1173	johnp	8324614514	2010-08-10		2.50	Day
HB Rentals	5001598	No	VSAT 1173	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1173	johnp		2010-08-10		0.00	
HB Rentals	5001598	No	VSAT 1173	Space Segment 512/128	4013050000000		VSAT 1173	johnp		2010-08-10		15.00	Day
HB Rentals	5001598	No	VSAT 1173	Phone Number, Houston	4045050000050		VSAT 1173	johnp	8324614515	2010-08-10		2.50	Day
HB Rentals	5001598	No	VSAT 1173	VSAT Terminal Standard	4013050000000		VSAT 1173	johnp	VSAT-1173	2010-08-10		0.00	
HB Rentals	5001766	No	VSAT-1273	Phone Number, Houston	4045050000050		VSAT-1273	johnp	8324614657	2010-11-12		2.50	Day
HB Rentals	5001766	No	VSAT-1273	Space Segment 512/128	4013050000000		VSAT-1273	johnp		2010-11-12		15.00	Day
HB Rentals	5001766	No	VSAT-1273	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1273	johnp		2010-11-12		0.00	Day
HB Rentals	5001766	No	VSAT-1273	VSAT Terminal Standard	4013050000000		VSAT-1273	johnp	VSAT-1273	2010-11-12		0.00	
HB Rentals	5001770	No	VSAT-1281	Space Segment 1024/512	4013050000000		VSAT-1281	johnp		2011-06-29		35.00	day
HB Rentals	5001770	No	VSAT-1281	Phone Number, Houston	4045050000050		VSAT-1281	johnp	Fax 2818546781	2010-11-22		2.50	Day
HB Rentals	5001770	No	VSAT-1281	Phone Number, Houston	4045050000050		VSAT-1281	johnp	Voice 2818546780	2010-11-22		2.50	Day
HB Rentals	5001770	No	VSAT-1281	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1281	johnp		2010-11-22		0.00	
HB Rentals	5001770	No	VSAT-1281	VSAT Terminal Standard	4013050000000		VSAT-1281	johnp	VSAT-1281	2010-11-22		0.00	
HB Rentals	5001782	No	VSAT 1013	Phone Number, Houston	4045050000050		VSAT 1013	johnp	8324614652	2010-11-29		2.50	Day
HB Rentals	5001782	No	VSAT 1013	Phone Number, Houston	4045050000050		VSAT 1013	johnp	8324614651	2010-11-29		2.50	Day
HB Rentals	5001782	No	VSAT 1013	VSAT Terminal Standard	4013050000000		VSAT 1013	johnp	VSAT-1013	2010-11-29		0.00	
HB Rentals	5001782	No	VSAT 1013	Phone Number, Houston	4045050000050		VSAT 1013	johnp	8324614659	2010-11-29		2.50	Day
HB Rentals	5001782	No	VSAT 1013	Phone Number, Houston	4045050000050		VSAT 1013	johnp	8324614660	2010-11-29		2.50	Day
HB Rentals	5001782	No	VSAT 1013	Space Segment 512/256	4013050000000		VSAT 1013	johnp		2010-11-29		20.00	Day
HB Rentals	5001782	No	VSAT 1013	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1013	johnp		2010-11-29		0.00	
HB Rentals	5001788	No	VSAT 1102	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1102	johnp		2010-12-01		0.00	
HB Rentals	5001788	No	VSAT 1102	Phone Number, Dallas	4045050000050		VSAT 1102	johnp	4695335098	2010-12-01		2.50	Day
HB Rentals	5001788	No	VSAT 1102	Phone Number, Dallas	4045050000050		VSAT 1102	johnp	4695335097	2010-12-01		2.50	Day
HB Rentals	5001788	No	VSAT 1102	Space Segment 512/128	4013050000000		VSAT 1102	johnp		2010-12-01		15.00	Day
HB Rentals	5001788	No	VSAT 1102	VSAT Terminal Standard	4013050000000		VSAT 1102	johnp	VSAT-1102	2010-12-01		0.00	
HB Rentals	5001823	No	VSAT-1226	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1226	johnp		2010-12-21		0.00	
HB Rentals	5001823	No	VSAT-1226	Phone Number, Dallas	4045050000050		VSAT-1226	johnp	2145936320	2010-12-21		2.50	Day
HB Rentals	5001823	No	VSAT-1226	Phone Number, Dallas	4045050000050		VSAT-1226	johnp	2145936321	2010-12-21		2.50	Day
HB Rentals	5001823	No	VSAT-1226	Space Segment 512/128	4013050000000		VSAT-1226	johnp		2010-12-21		15.00	Day
HB Rentals	5001823	No	VSAT-1226	VSAT Terminal Standard	4013050000000		VSAT-1226	johnp	VSAT-1226	2010-12-21		0.00	
HB Rentals	5001824	No	VSAT 1093	Phone Number, Houston	4045050000050		VSAT 1093	johnp	2818546827	2010-12-05		2.50	Day
HB Rentals	5001824	No	VSAT 1093	Phone Number, Houston	4045050000050		VSAT 1093	johnp	2818546826	2010-12-05		2.50	Day
HB Rentals	5001824	No	VSAT 1093	Space Segment 1024/512	4013050000000		VSAT 1093	johnp		2010-12-05		35.00	Day
HB Rentals	5001824	No	VSAT 1093	Phone Number, Houston	4045050000050		VSAT 1093	johnp	2818405811	2010-12-05		2.50	Day
HB Rentals	5001824	No	VSAT 1093	Phone Number, Houston	4045050000050		VSAT 1093	johnp	2818405812	2010-12-05		2.50	Day
HB Rentals	5001824	No	VSAT 1093	VSAT Terminal Standard	4013050000000		VSAT 1093	johnp	VSAT-1093	2010-12-05		0.00	
HB Rentals	5001824	No	VSAT 1093	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1093	johnp		2010-12-05		0.00	
HB Rentals	5001827	No	VSAT 1156	Space Segment 512/128	4013050000000		VSAT 1156	johnp		2010-11-17		15.00	Day
HB Rentals	5001827	No	VSAT 1156	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1156	johnp		2010-11-17		0.00	
HB Rentals	5001827	No	VSAT 1156	VSAT Terminal Standard	4013050000000		VSAT 1156	johnp	VSAT-1156	2010-11-17		0.00	
HB Rentals	5001827	No	VSAT 1156	Phone Number, Houston	4045050000050		VSAT 1156	johnp	2818546778	2010-11-17		2.50	Day
HB Rentals	5001827	No	VSAT 1156	Phone Number, Houston	4045050000050		VSAT 1156	johnp	2818546777	2010-11-17		2.50	Day
HB Rentals	5001829	No	VSAT-1263	Phone Number, Houston	4045050000050		VSAT-1263	johnp	8324614505	2010-11-19		2.50	Day
HB Rentals	5001829	No	VSAT-1263	Space Segment 512/128	4013050000000		VSAT-1263	johnp		2010-11-19		15.00	Day
HB Rentals	5001829	No	VSAT-1263	VSAT Terminal Standard	4013050000000		VSAT-1263	johnp	VSAT-1263	2010-11-19		0.00	
HB Rentals	5001829	No	VSAT-1263	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1263	johnp		2010-11-19		0.00	
HB Rentals	5001830	No	VSAT-1282	Space Segment 512/128	4013050000000		VSAT-1282	johnp		2010-11-30		15.00	Day
HB Rentals	5001830	No	VSAT-1282	VSAT Terminal Standard	4013050000000		VSAT-1282	johnp	VSAT-1282	2010-11-30		0.00	
HB Rentals	5001830	No	VSAT-1282	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1282	johnp		2010-11-30		0.00	
HB Rentals	5001830	No	VSAT-1282	Phone Number, Houston	4045050000050		VSAT-1282	johnp	8324614600	2010-11-30		2.50	Day
HB Rentals	5001858	No	VSAT-1284	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1284	johnp		2011-01-06		0.00	
HB Rentals	5001858	No	VSAT-1284	Phone Number, Dallas	4045050000050		VSAT-1284	johnp	2145936322	2011-01-06		2.50	Day
HB Rentals	5001858	No	VSAT-1284	Space Segment 512/128	4013050000000		VSAT-1284	johnp		2011-01-06		20.00	Day
HB Rentals	5001858	No	VSAT-1284	VSAT Terminal Standard	4013050000000		VSAT-1284	johnp	VSAT-1284	2011-01-06		0.00	
HB Rentals	5001858	No	VSAT-1284	Phone Number, Dallas	4045050000050		VSAT-1284	johnp	2145936323	2011-01-06		2.50	Day
HB Rentals	5001862	No	VSAT-1275	Phone Number, Houston	4045050000050		VSAT-1275	johnp	2818546867	2011-01-11		2.50	Day
HB Rentals	5001862	No	VSAT-1275	Phone Number, Houston	4045050000050		VSAT-1275	johnp	2818546868	2011-01-11		2.50	Day
HB Rentals	5001862	No	VSAT-1275	VSAT Terminal Standard	4013050000000		VSAT-1275	johnp	VSAT-1275	2011-01-11		0.00	
HB Rentals	5001862	No	VSAT-1275	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1275	johnp		2011-01-11		0.00	
HB Rentals	5001862	No	VSAT-1275	Space Segment 512/128	4013050000000		VSAT-1275	johnp		2011-01-11	2011-07-21	15.00	Day
HB Rentals	5001862	No	VSAT-1275	Phone Number, Houston	4045050000050		VSAT-1275	johnp	2818546866	2011-01-11		2.50	Day
HB Rentals	5001862	No	VSAT-1275	Space Segment 768/256-TM	4013055000000		VSAT-1275	johnp		2000-01-01		25.00	Day
HB Rentals	5001879	No	VSAT-1168	Phone Number, Houston	4045050000050		VSAT-1168	johnp	2818546842	2011-01-16		2.50	Day
HB Rentals	5001879	No	VSAT-1168	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1168	johnp		2011-01-16		0.00	
HB Rentals	5001879	No	VSAT-1168	Space Segment 512/128	4013050000000		VSAT-1168	johnp		2011-01-16		20.00	Day
HB Rentals	5001879	No	VSAT-1168	VSAT Terminal Standard	4013050000000		VSAT-1168	johnp	VSAT-1168	2011-01-16		0.00	
HB Rentals	5001879	No	VSAT-1168	Phone Number, Houston	4045050000050		VSAT-1168	johnp	2818546841	2011-01-16		2.50	Day
HB Rentals	5001888	No	VSAT-1279	Phone Number, Lafayette	4045050000050		VSAT-1279	johnp	3378061277	2011-01-18		2.50	Day
HB Rentals	5001888	No	VSAT-1279	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1279	johnp		2011-01-18		0.00	
HB Rentals	5001888	No	VSAT-1279	VSAT Terminal Standard	4013050000000		VSAT-1279	johnp	VSAT-1279	2011-01-18		0.00	
HB Rentals	5001888	No	VSAT-1279	Phone Number, Lafayette	4045050000050		VSAT-1279	johnp	3378061276	2011-01-18		2.50	Day
HB Rentals	5001888	No	VSAT-1279	Space Segment 512/128	4013050000000		VSAT-1279	johnp		2011-01-18		15.00	Day
HB Rentals	5001890	No	VSAT-1092	Space Segment 1024/512	4013050000000		VSAT-1092	johnp		2011-01-20		35.00	Day
HB Rentals	5001890	No	VSAT-1092	Phone Number, Houston	4045050000050		VSAT-1092	johnp	8324614535	2011-01-20		2.50	Day
HB Rentals	5001890	No	VSAT-1092	Phone Number, Houston	4045050000050		VSAT-1092	johnp	8324614534	2011-01-20		2.50	Day
HB Rentals	5001890	No	VSAT-1092	VSAT Terminal Standard	4013050000000		VSAT-1092	johnp	Modem: 100956 VSAT-1092	2011-01-20		0.00	
HB Rentals	5001890	No	VSAT-1092	Phone Number, Houston	4045050000050		VSAT-1092	johnp	8324614518	2011-01-20		2.50	Day
HB Rentals	5001890	No	VSAT-1092	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1092	johnp		2011-01-20		0.00	Day
HB Rentals	5001890	No	VSAT-1092	Phone Number, Houston	4045050000050		VSAT-1092	johnp	8324614519	2011-01-20		2.50	Day
HB Rentals	5001917	No	VSAT 1134	Phone Number, Houston	4045050000050		VSAT 1134	johnp	8324614542	2011-01-04		2.50	Day
HB Rentals	5001917	No	VSAT 1134	Phone Number, Houston	4045050000050		VSAT 1134	johnp	8324614543	2011-01-04		2.50	Day
HB Rentals	5001917	No	VSAT 1134	Phone Number, Houston	4045050000050		VSAT 1134	johnp	8324614544	2011-01-04		2.50	Day
HB Rentals	5001917	No	VSAT 1134	Space Segment 512/128	4013050000000		VSAT 1134	johnp		2011-01-04		15.00	Day
HB Rentals	5001917	No	VSAT 1134	VSAT Terminal Standard	4013050000000		VSAT 1134	johnp	VSAT-1134	2011-01-04		0.00	
HB Rentals	5001917	No	VSAT 1134	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1134	johnp		2011-01-04		0.00	
HB Rentals	5001921	No	VSAT-1174	Space Segment 512/128	4013050000000		VSAT 1174	johnp		2010-12-12		15.00	Day
HB Rentals	5001921	No	VSAT-1174	VSAT Terminal Standard	4013050000000		VSAT 1174	johnp	VSAT-1174	2010-12-12		0.00	
HB Rentals	5001921	No	VSAT-1174	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1174	johnp		2010-12-12		0.00	
HB Rentals	5001921	No	VSAT-1174	Phone Number, Houston	4045050000050		VSAT 1174	johnp	8324614606	2010-12-12		2.50	Day
HB Rentals	5001921	No	VSAT-1174	Phone Number, Houston	4045050000050		VSAT 1174	johnp	8324614605	2010-12-12		2.50	Day
HB Rentals	5001922	No	VSAT 1190	Phone Number, Houston	4045050000050		VSAT 1190	johnp	8324614670	2011-01-27		2.50	Day
HB Rentals	5001922	No	VSAT 1190	Phone Number, Houston	4045050000050		VSAT 1190	johnp	8324614671	2011-01-27		2.50	Day
HB Rentals	5001922	No	VSAT 1190	VSAT Terminal Standard	4013050000000		VSAT 1190	johnp	VSAT-1190	2011-01-27		0.00	
HB Rentals	5001922	No	VSAT 1190	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1190	johnp		2011-01-27		0.00	
HB Rentals	5001922	No	VSAT 1190	Space Segment 512/128	4013050000000		VSAT 1190	johnp		2011-01-27		15.00	Day
HB Rentals	5001950	No	VSAT 1064	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1064	johnp		2011-01-07		0.00	
HB Rentals	5001950	No	VSAT 1064	Space Segment 512/128	4013050000000		VSAT 1064	johnp		2011-01-07		15.00	Day
HB Rentals	5001950	No	VSAT 1064	Phone Number, Houston	4045050000050		VSAT 1064	johnp	2818405820	2011-01-07		2.50	Day
HB Rentals	5001950	No	VSAT 1064	Phone Number, Houston	4045050000050		VSAT 1064	johnp	2818405819	2011-01-07		2.50	Day
HB Rentals	5001950	No	VSAT 1064	VSAT Terminal Standard	4013050000000		VSAT 1064	johnp	VSAT 1064	2011-01-07		0.00	
HB Rentals	5001956	No	VSAT 1178	Space Segment 768/256	4013050000000		VSAT 1178	johnp		2011-04-04		25.00	Day
HB Rentals	5001956	No	VSAT 1178	Phone Number, Dallas	4045050000050		VSAT 1178	johnp	4695335175	2011-01-16		2.50	Day
HB Rentals	5001956	No	VSAT 1178	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1178	johnp		2011-01-16		0.00	
HB Rentals	5001956	No	VSAT 1178	VSAT Terminal Standard	4013050000000		VSAT 1178	johnp	VSAT-1178	2011-01-16		0.00	
HB Rentals	5001956	No	VSAT 1178	Phone Number, Dallas	4045050000050		VSAT 1178	johnp	4695335174	2011-01-16		2.50	Day
HB Rentals	5001957	No	VSAT 1208	Phone Number, Dallas	4045050000050		VSAT 1208	johnp	4695335156	2011-01-19		2.50	Day
HB Rentals	5001957	No	VSAT 1208	Phone Number, Dallas	4045050000050		VSAT 1208	johnp	4695335154	2011-01-19		2.50	Day
HB Rentals	5001957	No	VSAT 1208	Phone Number, Dallas	4045050000050		VSAT 1208	johnp	4695335155	2011-01-19		2.50	Day
HB Rentals	5001957	No	VSAT 1208	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1208	johnp		2011-01-19		0.00	
HB Rentals	5001957	No	VSAT 1208	VSAT Terminal Standard	4013050000000		VSAT 1208	johnp	VSAT-1208	2011-01-19		0.00	
HB Rentals	5001957	No	VSAT 1208	Space Segment 512/128	4013050000000		VSAT 1208	johnp		2011-01-19		15.00	Day
HB Rentals	5001958	No	VSAT 1229	VSAT Terminal Standard	4013050000000		VSAT 1229	johnp	VSAT-1229	2011-01-03		0.00	
HB Rentals	5001958	No	VSAT 1229	Phone Number, Dallas	4045050000050		VSAT 1229	johnp	2145936317	2011-01-03		2.50	Day
HB Rentals	5001958	No	VSAT 1229	Phone Number, Dallas	4045050000050		VSAT 1229	johnp	2145936318	2011-01-03		2.50	Day
HB Rentals	5001958	No	VSAT 1229	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1229	johnp		2011-01-03		0.00	
HB Rentals	5001958	No	VSAT 1229	Space Segment 512/128	4013050000000		VSAT 1229	johnp		2011-01-03		15.00	Day
HB Rentals	5001962	No	VSAT-1286	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1286	johnp		2011-02-09		0.00	
HB Rentals	5001962	No	VSAT-1286	Phone Number, Dallas	4045050000050		VSAT-1286	johnp	4695335143	2011-02-09		2.50	Day
HB Rentals	5001962	No	VSAT-1286	Phone Number, Dallas	4045050000050		VSAT-1286	johnp	4695335176	2011-02-09		2.50	Day
HB Rentals	5001962	No	VSAT-1286	Space Segment 512/128	4013050000000		VSAT-1286	johnp		2011-02-09		15.00	Day
HB Rentals	5001962	No	VSAT-1286	VSAT Terminal Standard	4013050000000		VSAT-1286	johnp	VSAT-1286	2011-02-09		0.00	
HB Rentals	5001962	No	VSAT-1286	Phone Number, Dallas	4045050000050		VSAT-1286	johnp	4695335144	2011-02-09		2.50	Day
HB Rentals	5001973	No	VSAT 1138	Phone Number, Houston	4045050000050		VSAT 1138	johnp	2818405827	2011-02-25		2.50	Day
HB Rentals	5001973	No	VSAT 1138	Space Segment 512/128	4013050000000		VSAT 1138	johnp		2011-02-25		15.00	Day
HB Rentals	5001973	No	VSAT 1138	VSAT Terminal Standard	4013050000000		VSAT 1138	johnp	VSAT-1138	2011-02-25		0.00	
HB Rentals	5001973	No	VSAT 1138	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1138	johnp		2011-02-25		0.00	
HB Rentals	5001973	No	VSAT 1138	Phone Number, Houston	4045050000050		VSAT 1138	johnp	2818405828	2011-02-25		2.50	Day
HB Rentals	5002156	No	VSAT-1154	Space Segment 512/128	4013050000000		VSAT-1154	johnp		2011-03-04		15.00	Day
HB Rentals	5002156	No	VSAT-1154	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1154	johnp		2011-03-04		0.00	
HB Rentals	5002156	No	VSAT-1154	VSAT Terminal Standard	4013050000000		VSAT-1154	johnp	VSAT-1154	2011-03-04		0.00	
HB Rentals	5002156	No	VSAT-1154	Phone Number, Dallas	4045050000050		VSAT-1154	johnp	2145936309	2011-03-04		2.50	Day
HB Rentals	5002156	No	VSAT-1154	Phone Number, Dallas	4045050000050		VSAT-1154	johnp	2145936310	2011-03-04		2.50	Day
HB Rentals	5002160	No	VSAT-1146	Phone Number, Houston	4045050000050		VSAT-1146	johnp	2818405860	2011-02-23		2.50	Day
HB Rentals	5002160	No	VSAT-1146	Phone Number, Houston	4045050000050		VSAT-1146	johnp	2818405861	2011-02-23		2.50	Day
HB Rentals	5002160	No	VSAT-1146	Phone Number, Houston	4045050000050		VSAT-1146	johnp	2818405862	2011-02-23		2.50	Day
HB Rentals	5002160	No	VSAT-1146	Phone Number, Houston	4045050000050		VSAT-1146	johnp	2818545863	2011-02-23		2.50	Day
HB Rentals	5002160	No	VSAT-1146	Space Segment 512/128	4013050000000		VSAT-1146	johnp		2011-02-23		15.00	Day
HB Rentals	5002160	No	VSAT-1146	VSAT Terminal Standard	4013050000000		VSAT-1146	johnp	VSAT-1146	2011-02-23		0.00	
HB Rentals	5002160	No	VSAT-1146	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1146	johnp		2011-02-23		0.00	
HB Rentals	5002172	No	VSAT-1262	Phone Number, Houston	4045050000050		VSAT-1262	johnp	8324614554	2011-03-29		2.50	Day
HB Rentals	5002172	No	VSAT-1262	Space Segment 512/128	4013050000000		VSAT-1262	johnp		2011-03-29		15.00	Day
HB Rentals	5002172	No	VSAT-1262	VSAT Terminal Standard	4013050000000		VSAT-1262	johnp	VSAT-1262	2011-03-29		0.00	
HB Rentals	5002172	No	VSAT-1262	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1262	johnp		2011-03-29		0.00	
HB Rentals	5002172	No	VSAT-1262	Phone Number, Houston	4045050000050		VSAT-1262	johnp	8324614583	2011-03-29		2.50	Day
HB Rentals	5002176	No	VSAT-1285	Phone Number, Houston	4045050000050		VSAT-1285	johnp	2819210917	2011-04-02		2.50	Day
HB Rentals	5002176	No	VSAT-1285	Phone Number, Houston	4045050000050		VSAT-1285	johnp	2819210916	2011-04-02		2.50	Day
HB Rentals	5002176	No	VSAT-1285	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1285	johnp		2011-04-02		0.00	
HB Rentals	5002176	No	VSAT-1285	VSAT Terminal Standard	4013050000000		VSAT-1285	johnp	VSAT-1285	2011-04-02		0.00	
HB Rentals	5002176	No	VSAT-1285	Space Segment 512/128	4013050000000		VSAT-1285	johnp		2011-04-02		15.00	Day
HB Rentals	5002188	No	VSAT-1280	Phone Number, Houston	4045050000050	VSAT-1280		johnp	8324614675	2011-04-06		2.50	Day
HB Rentals	5002188	No	VSAT-1280	Space Segment 512/128	4013050000000	VSAT-1280		johnp		2011-04-06		15.00	Day
HB Rentals	5002188	No	VSAT-1280	VSAT Terminal Standard	4013050000000	VSAT-1280		johnp	VSAT-1280	2011-04-06		0.00	
HB Rentals	5002188	No	VSAT-1280	VSAT Dish, 1.2M Fixed	4043050000000	VSAT-1280		johnp		2011-04-06		0.00	
HB Rentals	5002193	No	VSAT-1166	VSAT Terminal Internet Only	4013050000000		VSAT-1166	johnp	VSAT-1166	2011-04-14		0.00	
HB Rentals	5002193	No	VSAT-1166	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1166	johnp		2011-04-14		0.00	
